Compound,CID,mol_idx,Regno,Chemotype,Smiles,smiles_nosalt
UNC10225130B,44532476,296,GW567142,4-anilinoquinoline,Cl.C(N1CCNCC1)c1ccc(o1)-c1ccc2c(Nc3ccc(Oc4ccccn4)cc3)ccnc2c1,c1ccc(Oc2ccc(Nc3ccnc4cc(-c5ccc(CN6CCNCC6)o5)ccc34)cc2)nc1
UNC10225131A,57403577,297,GSK2296823,morpholino-imidazo-pyrimidinones,Clc1cccc(Cn2ccn3c2nc(cc3=O)N2CCOCC2)c1,O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3)ccn12
UNC10225132A,15407403,298,SB-219952,4-pyrimidinyl_ortho-aryl_azoles,CCOC(=O)N1CCC(CC1)n1cnc(c1-c1ccnc(N)n1)-c1ccc(F)cc1,CCOC(=O)N1CCC(n2cnc(-c3ccc(F)cc3)c2-c2ccnc(N)n2)CC1
UNC10225133A,5329864,299,GW591947,2-anilino-5-aryl-oxazole,Cl.CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(o2)-c2ccc(F)cc2)c1,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3ccc(F)cc3)o2)c1
UNC10225134A,44525936,300,GSK1379729,2-anilino-4-pyrrolidinopyrimidine,COc1ccc(Nc2nccc(n2)N2CCC(C2)NS(=O)(=O)c2ccc(NC(C)=O)cc2)cc1,COc1ccc(Nc2nccc(N3CCC(NS(=O)(=O)c4ccc(NC(C)=O)cc4)C3)n2)cc1
UNC10225135A,44525952,301,GSK1379760,2-anilino-4-pyrrolidinopyrimidine,COc1cc(Nc2nccc(n2)N2CCC(C2)NC(=O)c2cc3ccccc3s2)cc(OC)c1OC,COc1cc(Nc2nccc(N3CCC(NC(=O)c4cc5ccccc5s4)C3)n2)cc(OC)c1OC
UNC10225136A,57403578,302,GSK2299009,morpholino-imidazo-pyrimidinones,Clc1cccc(Cn2c3ccccc3n3c2nc(cc3=O)N2CCOCC2)c1Cl,O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3Cl)c3ccccc3n12
UNC10225137A,6539519,303,SB-408010,3-anilino-4-aryl maleimide,Clc1cccc(c1)C1=C(N2CCc3ccccc23)C(=O)NC1=O,O=C1NC(=O)C(N2CCc3ccccc32)=C1c1cccc(Cl)c1
UNC10225138A,6539416,304,GW828205,4-pyrimidinyl_ortho-aryl_azoles,FC(F)(F)c1ccc(cc1)-c1nn2ncccc2c1-c1ccnc(Nc2cccc(c2)C(F)(F)F)n1,FC(F)(F)c1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3cccc(C(F)(F)F)c3)n2)cc1
UNC10225139A,44532870,305,GW830707,2-amino-4-anilinopyrimidine,Cl.CN(c1ccc(NC(=O)Nc2cccc(Cl)c2)cc1)c1ccnc(N)n1,CN(c1ccc(NC(=O)Nc2cccc(Cl)c2)cc1)c1ccnc(N)n1
UNC10225140A,6539591,306,SB-743341,3-amino-6-aryl-pyrazolopyridine,Brc1cc2c(NC(=O)C3CCCC3)n[nH]c2nc1-c1cccs1,O=C(Nc1n[nH]c2nc(-c3cccs3)c(Br)cc12)C1CCCC1
UNC10225141A,44532378,307,GW525701,4-anilinoquinoline,Cl.Cn1ccc(n1)-c1cccc(Nc2ccnc3cc(ccc23)-c2nccs2)c1,Cn1ccc(-c2cccc(Nc3ccnc4cc(-c5nccs5)ccc34)c2)n1
UNC10225142A,46927597,308,GSK1723980,4-pyrimidinyl_ortho-aryl_azoles,Cl.CC(C)c1nc(c(s1)-c1ccnc(Nc2ccc(nc2)N2CCOCC2)n1)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1,CC(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2)c(-c2ccnc(Nc3ccc(N4CCOCC4)nc3)n2)s1
UNC10225143A,51354901,309,GSK2283293,3-Amino-6-aryl-indazole,C[C@H]1CC[C@H](CN1c1cc(nc(N)n1)-c1ccc2c(N)n[nH]c2c1)C(=O)Nc1ccccc1,C[C@H]1CC[C@@H](C(=O)Nc2ccccc2)CN1c1cc(-c2ccc3c(N)n[nH]c3c2)nc(N)n1
UNC10225144A,,310,SB-710363,3-amino-6-aryl-pyrazolopyridine,Oc1ccc(cc1)-c1ccc2c(NC(=O)C3CC3)n[nH]c2n1,O=C(Nc1n[nH]c2nc(-c3ccc(O)cc3)ccc12)C1CC1
UNC10225145A,44527951,311,GSK2137462,2-amino-4-aryl-pyrimidine,Cl.Cl.Cl.N#Cc1ccc(CCNc2nccc(n2)-c2cccc(CN3CCNCC3)c2)cc1,N#Cc1ccc(CCNc2nccc(-c3cccc(CN4CCNCC4)c3)n2)cc1
UNC10225146A,11514099,312,GSK2193613,3-Amino-6-aryl-indazole,Nc1n[nH]c2cc(ccc12)-c1cccc(N)c1,Nc1cccc(-c2ccc3c(N)n[nH]c3c2)c1
UNC10225147A,44525932,313,GSK1379723,2-anilino-4-pyrrolidinopyrimidine,COc1cccc(CNC(=O)NC2CCN(C2)c2ccnc(Nc3ccc(F)cc3)n2)c1,COc1cccc(CNC(=O)NC2CCN(c3ccnc(Nc4ccc(F)cc4)n3)C2)c1
UNC10225148A,51354328,314,GSK2286096,3-Amino-6-aryl-indazole,CC(C)(C)OC(=O)NC1CCCN(C1)c1cc(nc(N)n1)-c1ccc2c(N)n[nH]c2c1,CC(C)(C)OC(=O)NC1CCCN(c2cc(-c3ccc4c(N)n[nH]c4c3)nc(N)n2)C1
UNC10225149A,99545,315,SKF-12778,6-aminopurines and related,Nc1nc(N)c2nc([nH]c2n1)-c1ccccc1,Nc1nc(N)c2nc(-c3ccccc3)[nH]c2n1
UNC10225150A,6539507,316,SB-331032,3-anilino-4-aryl maleimide,COc1cccc(c1)C1=C(Nc2ccc(SC)cc2)C(=O)NC1=O,COc1cccc(C2=C(Nc3ccc(SC)cc3)C(=O)NC2=O)c1
UNC10225151A,44526068,317,GSK1398460,Biphenylamide,Cc1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1-c1ccc(cc1)C(=O)Nc1ccncc1,Cc1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1-c1ccc(C(=O)Nc2ccncc2)cc1
UNC10225152A,44525931,318,GSK1379722,2-anilino-4-pyrrolidinopyrimidine,Fc1ccc(Nc2nccc(n2)N2CCC(C2)NC(=O)Nc2ccccc2F)cc1,O=C(Nc1ccccc1F)NC1CCN(c2ccnc(Nc3ccc(F)cc3)n2)C1
UNC10225153A,25263105,319,GSK448459,benzimidazole_N-thiophenes,COc1cc2ncn(-c3cc(OCc4sccc4Cl)c(s3)C(N)=O)c2cc1OC,COc1cc2ncn(-c3cc(OCc4sccc4Cl)c(C(N)=O)s3)c2cc1OC
UNC10225154A,44526248,320,GSK1520489,"2,4-dianilinopyrimidine",OC=O.CNC(=O)c1ccccc1Nc1nc(Nc2cccc(CS(C)(=O)=O)c2)ncc1C,CNC(=O)c1ccccc1Nc1nc(Nc2cccc(CS(C)(=O)=O)c2)ncc1C.O=CO
UNC10225155A,44532683,321,GW663929,"2,4-dianilinopyrimidine",O=C(NCCCN1CCOCC1)c1cccc(Nc2nccc(Nc3ccc(Oc4ccccc4)cc3)n2)c1,O=C(NCCCN1CCOCC1)c1cccc(Nc2nccc(Nc3ccc(Oc4ccccc4)cc3)n2)c1
UNC10225156A,86064662,322,SB-736398,Imidazolopyridine,CCn1c(nc2cnccc12)-c1ccccn1,CCn1c(-c2ccccn2)nc2cnccc21
UNC10225157A,44525948,323,GSK1379751,2-anilino-4-pyrrolidinopyrimidine,COc1cc(Nc2nccc(n2)N2CCC(C2)NC(=O)c2cccc(c2)C#N)cc(OC)c1OC,COc1cc(Nc2nccc(N3CCC(NC(=O)c4cccc(C#N)c4)C3)n2)cc(OC)c1OC
UNC10225158A,56673950,324,GSK2276055,thienopyridinone,O=c1[nH]cc(-c2ccc(cc2)N2CCOCC2)c2sc(cc12)-c1cn[nH]c1,O=c1[nH]cc(-c2ccc(N3CCOCC3)cc2)c2sc(-c3cn[nH]c3)cc12
UNC10225160A,44525956,325,GSK1379765,2-anilino-4-pyrrolidinopyrimidine,COc1cccc(CNC(=O)NC2CCN(C2)c2ccnc(Nc3cc(OC)c(OC)c(OC)c3)n2)c1,COc1cccc(CNC(=O)NC2CCN(c3ccnc(Nc4cc(OC)c(OC)c(OC)c4)n3)C2)c1
UNC10225161A,44525923,326,GSK1379712,2-anilino-4-pyrrolidinopyrimidine,COC(=O)C(NC(=O)NC1CCN(C1)c1ccnc(Nc2ccc(F)cc2)n1)c1ccccc1,COC(=O)C(NC(=O)NC1CCN(c2ccnc(Nc3ccc(F)cc3)n2)C1)c1ccccc1
UNC10225162A,44525961,327,GSK1379812,2-anilino-4-piperidinopyrimidine,COc1ccc(Nc2nccc(n2)N2CCC(CC2)NC(=O)C(C)c2ccc(Cl)cc2)cc1,COc1ccc(Nc2nccc(N3CCC(NC(=O)C(C)c4ccc(Cl)cc4)CC3)n2)cc1
UNC10225163A,5228,328,GI98581,4-pyridinyl_ortho-aryl_azoles,Fc1ccc(cc1)-c1nc2SCCn2c1-c1ccncc1,Fc1ccc(-c2nc3n(c2-c2ccncc2)CCS3)cc1
UNC10225164A,44525934,329,GSK1379725,2-anilino-4-pyrrolidinopyrimidine,COC(=O)c1cccc(NC(=O)NC2CCN(C2)c2ccnc(Nc3ccc(F)cc3)n2)c1,COC(=O)c1cccc(NC(=O)NC2CCN(c3ccnc(Nc4ccc(F)cc4)n3)C2)c1
UNC10225165A,53469448,330,GSK2606414,7-alkyl-5-aryl-4-aminopyrrolopyrimidine,Cn1cc(-c2ccc3N(CCc3c2)C(=O)Cc2cccc(c2)C(F)(F)F)c2c(N)ncnc12,Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(C(F)(F)F)c2)c2c(N)ncnc21
UNC10225166A,53245731,331,GSK1033723,thienopyridinone,Oc1ccc(cc1)-c1c[nH]c(=O)c2cc(sc12)-c1ccncc1,O=c1[nH]cc(-c2ccc(O)cc2)c2sc(-c3ccncc3)cc12
UNC10225167A,57401865,332,GSK2286295,morpholino-imidazo-pyrimidinones,Clc1cccc(Cn2ccn3c2nc(cc3=O)N2CCOCC2)c1Cl,O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3Cl)ccn12
UNC10225168A,6539452,333,SB-376715,3-anilino-4-aryl maleimide,Clc1ccccc1C1=C(Nc2ccccc2)C(=O)NC1=O,O=C1NC(=O)C(c2ccccc2Cl)=C1Nc1ccccc1
UNC10225169A,9861063,334,GW576604,4-pyridinyl (with 2 aryl) _ortho-aryl_azoles,c1[nH]nc(c1-c1ccnc(c1)-c1ccccc1)-c1ccccn1,c1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1
UNC10225170A,44531022,335,GW284543,4-anilinoquinoline,Cl.COc1cc2nccc(Nc3cccc(Oc4ccccc4)c3)c2cc1OC,COc1cc2nccc(Nc3cccc(Oc4ccccc4)c3)c2cc1OC
UNC10225171A,24949702,336,GW787226,"2,4-dianilinopyrimidine",Cl.Cl.CN(c1ccc2c(C)n(Cc3ccccc3)nc2c1)c1ccnc(Nc2cccc(c2)S(N)(=O)=O)n1,Cc1c2ccc(N(C)c3ccnc(Nc4cccc(S(N)(=O)=O)c4)n3)cc2nn1Cc1ccccc1
UNC10225172A,53467392,337,GSK2608885,7-alkyl-5-aryl-4-aminopyrrolopyrimidine,Cn1cc(-c2ccc3N(CCc3c2)C(=O)Cc2ccccc2Cl)c2c(N)ncnc12,Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2ccccc2Cl)c2c(N)ncnc21
UNC10225173A,44328970,338,SB-236560,4-pyrimidinyl_ortho-aryl_azoles,Nc1nccc(n1)-c1c(ncn1C1CCN(CC(F)(F)F)CC1)-c1ccc(F)cc1,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCN(CC(F)(F)F)CC2)n1
UNC10225174A,44528968,339,GSK299495,4-pyrimidinyl_ortho-aryl_azoles,Fc1cccc(F)c1C(=O)Nc1cccc(c1)-c1nn2ncccc2c1-c1ccnc(Nc2cccc(c2)C(F)(F)F)n1,O=C(Nc1cccc(-c2nn3ncccc3c2-c2ccnc(Nc3cccc(C(F)(F)F)c3)n2)c1)c1c(F)cccc1F
UNC10225175A,45270417,340,GSK257997,2-aryl-4-anilino(pyridin-4-yl)-quinazoline and analogues,Cc1cccc(n1)-c1nc(C)cc(Nc2ccncc2)n1,Cc1cccc(-c2nc(C)cc(Nc3ccncc3)n2)n1
UNC10225176A,24803957,341,GSK1322949,4-aryl-7-azaindole,Cl.Cl.NC(CNC(=O)c1cc(Br)c(s1)-c1ccnc2[nH]ccc12)c1ccccc1,NC(CNC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1
UNC10225177A,44525945,342,GSK1379745,2-anilino-4-pyrrolidinopyrimidine,COc1ccc(Nc2nccc(n2)N2CCC(C2)NC(=O)Nc2ccc3OCOc3c2)cc1,COc1ccc(Nc2nccc(N3CCC(NC(=O)Nc4ccc5c(c4)OCO5)C3)n2)cc1
UNC10225178A,70685440,343,GSK2342769,morpholino-triazolo-pyrimidinones,Cc1nn2c(nc(cc2=O)N2CCOCC2)n1Cc1cccc(Cl)c1Cl,Cc1nn2c(=O)cc(N3CCOCC3)nc2n1Cc1cccc(Cl)c1Cl
UNC10225180A,6539612,344,SB-742251,3-amino-6-aryl-pyrazolopyridine,Brc1cc2c(NC(=O)C3CC3)n[nH]c2nc1-c1nccs1,O=C(Nc1n[nH]c2nc(-c3nccs3)c(Br)cc12)C1CC1
UNC10225181A,45272982,345,GW869641,2-aryl-4-anilino(pyridin-4-yl)-quinazoline and analogues,Cc1cccc(n1)-c1nc(Nc2ccncc2)c2sccc2n1,Cc1cccc(-c2nc(Nc3ccncc3)c3sccc3n2)n1
UNC10225182A,,346,GW440146,4-anilinoquinoline,Cl.Cc1ccc(cc1)C(=O)Nc1ccc(Nc2ccnc3cc(ccc23)-c2ccccn2)cc1O,Cc1ccc(C(=O)Nc2ccc(Nc3ccnc4cc(-c5ccccn5)ccc34)cc2O)cc1
UNC10225183A,44525955,347,GSK1379763,2-anilino-4-pyrrolidinopyrimidine,COc1cccc(NC(=O)NC2CCN(C2)c2ccnc(Nc3cc(OC)c(OC)c(OC)c3)n2)c1,COc1cccc(NC(=O)NC2CCN(c3ccnc(Nc4cc(OC)c(OC)c(OC)c4)n3)C2)c1
UNC10225184A,11595752,348,GW679396,4-pyridinyl (with 2 aryl) _ortho-aryl_azoles,FC(F)(F)c1ccccc1-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1,FC(F)(F)c1ccccc1-c1cc(-c2c[nH]nc2-c2ccccn2)ccn1
UNC10225185A,6263849,349,GW554060,6-aminopurines and related,Nc1n[nH]c2nnc(-c3ccccc3)c(-c3ccccc3)c12,Nc1n[nH]c2nnc(-c3ccccc3)c(-c3ccccc3)c12
UNC10225186A,6539550,350,SB-642057,3-amino-5-aryl-pyrazolopyridine,CCCC(=O)Nc1n[nH]c2ncc(cc12)-c1cccc2ccccc12,CCCC(=O)Nc1n[nH]c2ncc(-c3cccc4ccccc34)cc12
UNC10225188A,11627271,351,GW622475,4-pyrimidinyl_ortho-aryl_azoles,CN1CCN(CCCNc2nccc(n2)-c2c(nn3cc(ccc23)C(N)=O)-c2ccc(F)cc2)CC1,CN1CCN(CCCNc2nccc(-c3c(-c4ccc(F)cc4)nn4cc(C(N)=O)ccc34)n2)CC1
UNC10225189A,44532432,352,GW551191,4-anilinoquinoline,Fc1cc(Cl)ccc1Nc1ccnc2cc(I)ccc12,Fc1cc(Cl)ccc1Nc1ccnc2cc(I)ccc12
UNC10225190A,134158164,353,GSK2373693,morpholino-triazolo-pyrimidinones,C[C@@H]1CN(CCO1)c1cc(=O)n2nc(C)n(Cc3cccc(Cl)c3Cl)c2n1,Cc1nn2c(=O)cc(N3CCO[C@H](C)C3)nc2n1Cc1cccc(Cl)c1Cl
UNC10225191A,6539376,354,GW810578,4-pyrimidinyl-azoles,FC(F)(F)c1cc(Br)cc(Nc2nccc(n2)-c2cnn3ncccc23)c1,FC(F)(F)c1cc(Br)cc(Nc2nccc(-c3cnn4ncccc34)n2)c1
UNC10225192A,6539427,355,GW829351,4-pyrimidinyl_ortho-aryl_azoles,FC(F)(F)c1cc(Nc2nccc(n2)-c2c(nn3ncccc23)-c2ccc(Cl)cc2)ccc1Cl,FC(F)(F)c1cc(Nc2nccc(-c3c(-c4ccc(Cl)cc4)nn4ncccc34)n2)ccc1Cl
UNC10225193A,44525972,356,GSK1379899,2-anilino-4-aminopyrimidine,COc1ccc(Nc2nccc(NCCNC(=O)Nc3cc(C)ccc3C)n2)cc1,COc1ccc(Nc2nccc(NCCNC(=O)Nc3cc(C)ccc3C)n2)cc1
UNC10225194A,17917696,357,SB-249175,4-pyrimidinyl_ortho-aryl_azoles,CCOc1nccc(n1)-c1c(ncn1C1CCNCC1)-c1ccc(F)cc1,CCOc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1
UNC10225195A,57403579,358,GSK2306394,morpholino-imidazo-pyrimidinones,Cc1c(Cn2c3ccccc3n3c2nc(cc3=O)N2CCOCC2)cccc1C(F)(F)F,Cc1c(Cn2c3ccccc3n3c(=O)cc(N4CCOCC4)nc23)cccc1C(F)(F)F
UNC10225196A,24803301,359,GSK1325775,4-aryl-7-azaindole,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.NCC(NC(=O)c1cc(-c2cn[nH]c2)c(s1)-c1ccnc2[nH]ccc12)c1ccccc1,NCC(NC(=O)c1cc(-c2cn[nH]c2)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1
UNC10225197A,10239038,360,GW767488,4-pyrimidinyl-azoles,CN(C)CC(O)COc1ccc(Nc2nccc(n2)-c2cnn3nc(ccc23)N2CCOCC2)cc1,CN(C)CC(O)COc1ccc(Nc2nccc(-c3cnn4nc(N5CCOCC5)ccc34)n2)cc1
UNC10225198A,,361,SB-731579,3-amino-6-aryl-pyrazolopyridine,CCN1CCN(CCCC(=O)Nc2n[nH]c3nc(c(Br)cc23)-c2ccc(O)cc2)CC1,CCN1CCN(CCCC(=O)Nc2n[nH]c3nc(-c4ccc(O)cc4)c(Br)cc23)CC1
UNC10225199A,44525966,362,GSK1379878,2-anilino-4-aminopyrimidine,Cc1ccc(C)c(NC(=O)NCCNc2ccnc(Nc3ccc(F)cc3)n2)c1,Cc1ccc(C)c(NC(=O)NCCNc2ccnc(Nc3ccc(F)cc3)n2)c1
UNC10225200A,44526076,363,GSK1398474,Biphenylamide,COc1cccc(NC(=O)Nc2ccc(C)c(c2)-c2ccc(cc2)C(=O)Nc2ccncc2)c1,COc1cccc(NC(=O)Nc2ccc(C)c(-c3ccc(C(=O)Nc4ccncc4)cc3)c2)c1
UNC10225201A,9796486,364,GW548057,4-pyridinyl_ortho-aryl_azoles,Nc1nc(c(s1)-c1ccnc2ccccc12)-c1ccccn1,Nc1nc(-c2ccccn2)c(-c2ccnc3ccccc23)s1
UNC10225202A,57398392,365,GSK2297542,morpholino-imidazo-pyrimidinones,Cc1cccc(Cn2ccn3c2nc(cc3=O)N2CCOCC2)c1,Cc1cccc(Cn2ccn3c(=O)cc(N4CCOCC4)nc23)c1
UNC10225203A,227502,366,AH2635,6-aminopurines and related,Nc1ncnc2n(cnc12)-c1ccc(Cl)cc1,Nc1ncnc2c1ncn2-c1ccc(Cl)cc1
UNC10225204A,86064664,367,SB-735216,Imidazolopyridine,CCn1c(nc2cnccc12)-c1ccncc1,CCn1c(-c2ccncc2)nc2cnccc21
UNC10225205A,56680318,368,GSK1645895,4-pyrimidinyl_ortho-aryl_azoles,CCc1nc(c(s1)-c1ccnc(Nc2ccc(nc2)N2CCN(CC2)C(C)=O)n1)-c1cccc(c1)N(C)S(=O)(=O)c1ccccc1,CCc1nc(-c2cccc(N(C)S(=O)(=O)c3ccccc3)c2)c(-c2ccnc(Nc3ccc(N4CCN(C(C)=O)CC4)nc3)n2)s1
UNC10225206A,22185475,369,SB-477794,4-pyridinyl_ortho-aryl_azoles,OC(=O)C(F)(F)F.CC(C)(CN)c1nc(c([nH]1)-c1ccncc1)-c1ccc(Cl)c(O)c1,CC(C)(CN)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1
UNC10225206B,22185475,370,SB-477794,4-pyridinyl_ortho-aryl_azoles,OC(=O)C(F)(F)F.CC(C)(CN)c1nc(c([nH]1)-c1ccncc1)-c1ccc(Cl)c(O)c1,CC(C)(CN)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1
UNC10225208A,11057468,371,SB-202620,4-pyridinyl_ortho-aryl_azoles,OC(=O)c1ccc(cc1)-c1nc(c([nH]1)-c1ccncc1)-c1ccc(F)cc1,O=C(O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
UNC10225209A,6538884,372,SB-517389,3-amino-5-aryl-pyrazolopyridine,Nc1n[nH]c2nnc(cc12)-c1ccccc1,Nc1n[nH]c2nnc(-c3ccccc3)cc12
UNC10225210A,44525968,373,GSK1379880,2-anilino-4-aminopyrimidine,Fc1ccc(Nc2nccc(NCCNC(=O)Nc3ccccc3F)n2)cc1,O=C(NCCNc1ccnc(Nc2ccc(F)cc2)n1)Nc1ccccc1F
UNC10225211A,11393719,374,SB-747651,aminofurazan,Cl.CCn1c(nc2cncc(CNC3CCNCC3)c12)-c1nonc1N,CCn1c(-c2nonc2N)nc2cncc(CNC3CCNCC3)c21
UNC10225212A,6539525,375,SB-404321,3-anilino-4-aryl maleimide,CN1C(=O)C(Nc2cc(Cl)c(O)c(Cl)c2)=C(C1=O)c1ccc(Cl)cc1,CN1C(=O)C(Nc2cc(Cl)c(O)c(Cl)c2)=C(c2ccc(Cl)cc2)C1=O
UNC10225213A,44269265,376,SB-282852,4-pyrimidinyl_ortho-aryl_azoles,COc1nccc(n1)-c1c(ncn1CCCN1CCOCC1)-c1ccc(F)cc1,COc1nccc(-c2c(-c3ccc(F)cc3)ncn2CCCN2CCOCC2)n1
UNC10225214A,46215644,377,GSK2225749,3-Amino-6-aryl-indazole,Nc1n[nH]c2cc(ccc12)-c1cc(Nc2ccccc2)nc(N)n1,Nc1nc(Nc2ccccc2)cc(-c2ccc3c(N)n[nH]c3c2)n1
UNC10225215A,44532102,378,GW407034,4-anilinoquinoline,N(c1ccc(Oc2ccccc2)cc1)c1ccnc2ccc(cc12)-c1ccccn1,c1ccc(Oc2ccc(Nc3ccnc4ccc(-c5ccccn5)cc34)cc2)cc1
UNC10225216A,6539509,379,SB-317658,3-anilino-4-aryl maleimide,CSc1ccc(NC2=C(C(=O)NC2=O)c2ccc(Cl)cc2)cc1,CSc1ccc(NC2=C(c3ccc(Cl)cc3)C(=O)NC2=O)cc1
UNC10225217A,25222706,380,GSK1660450,5-Ar-indazole,Cc1n[nH]c2cnc(cc12)-c1cc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c(N)nc1-c1ccoc1C,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cc2c(C)n[nH]c2cn1
UNC10225218A,44525929,381,GSK1379720,2-anilino-4-pyrrolidinopyrimidine,Cc1ccc(C)c(NC(=O)NC2CCN(C2)c2ccnc(Nc3ccc(F)cc3)n2)c1,Cc1ccc(C)c(NC(=O)NC2CCN(c3ccnc(Nc4ccc(F)cc4)n3)C2)c1
UNC10225220A,44532450,382,GW560116,4-anilinoquinoline,Fc1cc(Cl)ccc1Nc1ccnc2cc(ccc12)-c1ccc(CN2CCCCC2)o1,Fc1cc(Cl)ccc1Nc1ccnc2cc(-c3ccc(CN4CCCCC4)o3)ccc12
UNC10225221A,18536646,383,SB-284852,4-pyrimidinyl_ortho-aryl_azoles,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.Cc1ccc(C)c(Oc2nccc(n2)-c2c(ncn2C2CCNCC2)-c2ccc(F)cc2)c1,Cc1ccc(C)c(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1
UNC10225222A,44526893,384,GSK1653537,2-anilino-4-piperidinopyrimidine,OC(=O)C(F)(F)F.Cc1cc(nc(Nc2cccc(c2)C#N)n1)N1CCC(CC1)NS(=O)(=O)c1ccc(F)cc1,Cc1cc(N2CCC(NS(=O)(=O)c3ccc(F)cc3)CC2)nc(Nc2cccc(C#N)c2)n1
UNC10225223A,17755746,385,GW680903,2-aminobenzimidazole,COC(=O)Nc1nc2ccc(Oc3ccc(CC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3)cc2[nH]1,COC(=O)Nc1nc2ccc(Oc3ccc(CC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)cc2[nH]1
UNC10225224A,6539394,386,GW819776,4-pyrimidinyl-azoles,Cc1ccc2c(cnn2n1)-c1ccnc(Nc2ccc(cc2)C(F)(F)F)n1,Cc1ccc2c(-c3ccnc(Nc4ccc(C(F)(F)F)cc4)n3)cnn2n1
UNC10225225A,57400062,387,GSK2328680,morpholino-imidazo-pyrimidinones,Cc1c(C)n2c(nc(cc2=O)N2CCOCC2)n1Cc1cccc(c1C)C(F)(F)F,Cc1c(Cn2c(C)c(C)n3c(=O)cc(N4CCOCC4)nc23)cccc1C(F)(F)F
UNC10225226A,11682470,388,GW835314,4-pyridinyl (with 2 aryl) _ortho-aryl_azoles,CN(C)CCOc1ccc(cc1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1,CN(C)CCOc1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1
UNC10225227A,18536633,389,SB-284851,4-pyrimidinyl_ortho-aryl_azoles,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.Cc1cc(C)cc(Oc2nccc(n2)-c2c(ncn2C2CCNCC2)-c2ccc(F)cc2)c1,Cc1cc(C)cc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1
UNC10225228A,44526075,390,GSK1398473,Biphenylamide,Cc1ccc(C)c(NC(=O)Nc2ccc(C)c(c2)-c2ccc(cc2)C(=O)Nc2ccncc2)c1,Cc1ccc(C)c(NC(=O)Nc2ccc(C)c(-c3ccc(C(=O)Nc4ccncc4)cc3)c2)c1
UNC10225229A,44479934,391,GW868318,Biphenylamide,COCCNC(=O)c1ccc(cc1)-c1cc(cc(F)c1C)C(=O)NC1CC1,COCCNC(=O)c1ccc(-c2cc(C(=O)NC3CC3)cc(F)c2C)cc1
UNC10225230A,11682680,392,GW792479,4-pyridinyl (with 2 aryl) _ortho-aryl_azoles,O=C(N1CCCC1)c1ccc(cc1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1,O=C(c1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1)N1CCCC1
UNC10225231A,57403576,393,GSK2297428,morpholino-imidazo-pyrimidinones,Fc1ccccc1Cn1ccn2c1nc(cc2=O)N1CCOCC1,O=c1cc(N2CCOCC2)nc2n(Cc3ccccc3F)ccn12
UNC10225232A,44527603,394,GSK198271,4-pyrimidinyl_ortho-aryl_azoles,Fc1cccc(F)c1C(=O)Nc1cccc(c1)-c1nn2ncccc2c1-c1ccnc(Nc2ccccc2)n1,O=C(Nc1cccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccccc3)n2)c1)c1c(F)cccc1F
